user,text,created_at 
cesinhamec,"RT @vitimasBancoop: REPASSE SOBRE VÍRUS CHINÊS:

1)  Prefeito de Wuhan assume culpa por surto de coronavírus e oferece renúncia https://t.c…",2020-03-20
sai_la_pah,"RT @_moldava_7: Chuva e frio=Netflix e companhia
O que é que impede=coronavirus",2020-03-20
jpebittencourt,RT @helderbarbalho: Mais informações sobre o segundo caso confirmado de #Coronavírus (Covid-19) no Pará. https://t.co/W5ag1cKtRa,2020-03-20
pedroco12345678,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
Iacer4,RT @JornalBSM: FED auxiliará Brasil com até US$ 60 bilhões para enfrentar o coronavírus. Estratégia do Banco Central dos EUA é fazer com qu…,2020-03-20
catracalivre,"Hoje, a Espanha é o quarto país com mais casos de coronavírus confirmados no mundo! https://t.co/rr4Aqk1TAZ",2020-03-20
pkjmalways,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
matrizur,RT @brasil247: Bolsonaro deve fazer novo teste de coronavírus https://t.co/2MLWRyBFiE,2020-03-20
lufernandesbb,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
bmarcio,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
interaubis,"RT @Cecillia: Arrisquei a saúde e entrei no Facebook. Soube que já existe vacina pro coronavirus e que cachorros já tomam há tempos, mas qu…",2020-03-20
Diogotapuio,RT @felipedjeguaka: 2 Bolsonaro é notório incentivador de garimpos ilegais que podem levar coronavirus às aldeias e provocar genocidio. Lid…,2020-03-20
olhamx,Aguente firme @thelminha_assis e coloque o Daniel no paredão pelo fim do coronavirus 🙏🙏🙏🙏🙏 https://t.co/vdyGB0iZcb,2020-03-20
gbcachorrao,RT @nuncamova: QUANDO O CORONAVIRUS ACABAR VAI SER 4 DIA SEGUIDO DE BAILE COM A EQUIPE DO SANTO AMARO DJ LULA E DJ JACA ALLOK SKRILLEX PEDR…,2020-03-20
AleMeiraBr,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
ebs_ew,"RT @BolsonaroSP: 1)""PESQUISADORES HOLANDESES SÃO OS PRIMEIROS A ENCONTRAR ANTICORPOS PARA O CORONAVÍRUS:DIZ RELATÓRIO""

@jairbolsonaro falo…",2020-03-20
Tatianaregina_,"Caminhões com corpos são retrato da tragédia do coronavírus | A Gazeta https://t.co/nSbTu4PydS 
- Não é possível que as autoridades não saibam disso!",2020-03-20
mceuridice,"RT @ClodovilPresen1: Mídia diz: coronavirus contamina homens e mulheres. 

Mesma mídia diz: existem mais de 32 gêneros. 

Quer dizer que os…",2020-03-20
diianabarros98,RT @TiagoRocha1904: Em Câmara de lobos o coronavirus não entra https://t.co/EsdtWNPuaX,2020-03-20
blasergom,RT @_traumas: E agr coronavirus https://t.co/L5q9QMBJ7N,2020-03-20
MilleGryffindor,RT @helderbarbalho: Mais informações sobre o segundo caso confirmado de #Coronavírus (Covid-19) no Pará. https://t.co/W5ag1cKtRa,2020-03-20
mp_montenegro,"RT @BolsonaroSP: 1)""PESQUISADORES HOLANDESES SÃO OS PRIMEIROS A ENCONTRAR ANTICORPOS PARA O CORONAVÍRUS:DIZ RELATÓRIO""

@jairbolsonaro falo…",2020-03-20
tibira0,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
Marciam15159622,"@boninho informe mais sobre o (Covid-19) coronavirus para o Daniel do BBB20 ele parece não estar levando a sério a higiene dentro da casa . 
Manda o Tiago leifert falar com ele , aliás  com todos .
#REDEBBB @bbb",2020-03-20
iluminudo_,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
Maduiana,RT @trouxavcs: Com o coronavirus eu só cumprimento assim agr https://t.co/aY1qPDefNh,2020-03-20
pluraleemsite,"Vacina contra coronavírus em desenvolvimento na USP é diferente da americana. Via Jornal @usponline .
https://t.co/lTLdMXUNbX / #COVIDー19 #coronavirusbrasil",2020-03-20
tao_recife,"RT @iFood: Foco total nas pessoas. Uma thread sobre as medidas que estão sendo tomadas em relação ao Coronavírus (COVID-19). 

Confira toda…",2020-03-20
Isabell79042946,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
gomesbin66,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
markable_,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
hericaigreja,"Pensamento positivo 
Vai passar
Fé
🙏🏻🙌🏻🤜🏻🤛🏻💚🇧🇷 #coronavirusnobrasil #coronavirusbrasil #COVID19",2020-03-20
Raimund65695317,RT @JornalBSM: FED auxiliará Brasil com até US$ 60 bilhões para enfrentar o coronavírus. Estratégia do Banco Central dos EUA é fazer com qu…,2020-03-20
NowExchange,"DÓLAR EM QUEDA! 🔻 💵
O dólar abre em queda com os investidores atentos as notícias de que alguns medicamentos usados em tratamentos de outras doenças também possa servir no combate ao coronavírus Covid-2019. Aproveite, compre sua moeda online pelo site: https://t.co/W0LCrNXOQS https://t.co/LKN8pobLpQ",2020-03-20
ledotaciturno,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
limattos__,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
gogoreality,"RT @webvieiea: O Brasil pede o Fim do coronavirus e Thelma Campeã.
#bbb20",2020-03-20
gb_silvas,"Cada vez que eu vejo quantas mortes, infectados e recuperados do corona vírus tem me sinto mal por ter jogado Plague Inc #CoronavirusPandemic #CoronavirusPlantao",2020-03-20
Bruno_santossz,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
SelmaSoaresMar2,RT @WanmingYang: Eu acho que o ministro da saúde Henrique Mandetta é um grande exemplo do Brasil em combate contra a pandemia coronavirus.…,2020-03-20
allgringo,"RT @PauloMartins10: Seria ótimo destinar esse recurso e também o fundo eleitoral para o combate ao coronavirus,  também conhecido como grip…",2020-03-20
jornaleoscramin,"primeiro caso de Coronavirus confirmado em Peruíbe, agora essa cidade vem ao chão",2020-03-20
NovaesOrlando,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
versatille,"Elon Musk está sendo cobrado por seus clientes para se posicionar na luta contra o #coronavirus 

https://t.co/KVfjlIdSD7",2020-03-20
ranieri928072,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
calil_c,"RT @Regina90809332: EDUARDO BOLSONARO ao DIZER  que GOVERNO CHINÊS   poderia  ter EVITADO  que CORONAVIRUS  alastrasse no MUNDO, foi massac…",2020-03-20
yanshimei_,"RT @maiconkusterkkk: pq q os cara quer tanto chamar coronavirus de ""vírus chines""? kkkkkkkkkkk

""ah pq veio de la"" beleza mano yakisoba tb…",2020-03-20
Daiangeloo,Quem faz a São Paulo que não pode parar por causa do coronavírus https://t.co/sVrRYFWZEr via @elpais_brasil,2020-03-20
br0000klyn_baby,"RT @cabaredlana: Super preocupada com o coronavirus, Lana Del Rey foi vista com sua amiga  ontem (19) em Los Angeles, Califórnia. https://t…",2020-03-20
paduafernandes,"RT @psol50: Absurdo! Em meio à crise do Coronavírus, Bolsonaro corta 158 mil benefícios do Bolsa Família. A relação desse governo com os ma…",2020-03-20
nyasmim,"RT @CoronavirusBra1: Linha do tempo do #coronavirus no mundo:

- 19 de janeiro: 100 casos
- 24 de janeiro: 1.000 casos
- 28 de janeiro: 5.0…",2020-03-20
Karoldisner,"RT @nortecoreano: Números do #COVID19 no Brasil 🇧🇷

 #Coronavirus
#CoronaVirusBrasil 

SP: 288
DF: 84
RJ: 66
RS: 37
BA: 32
MG: 31
PE: 28
CE…",2020-03-20
Muguilown,e vamos parar mais uma das pérolas aqui de casa: mamãe disse q o coronavirus foi dado por deus p castigar as pessoas do carnaval,2020-03-20
DridricaBola,"Vamos ver se agora vai?! 
#ficaemcasa #CoronavirusPlantao #COVIDー19 #coronavirus https://t.co/jazrpFqTaA",2020-03-20
Katybres,"RT @BolsonaroSP: 1)""PESQUISADORES HOLANDESES SÃO OS PRIMEIROS A ENCONTRAR ANTICORPOS PARA O CORONAVÍRUS:DIZ RELATÓRIO""

@jairbolsonaro falo…",2020-03-20
tiago_cariolano,"RT @BolsonaroSP: 1)""PESQUISADORES HOLANDESES SÃO OS PRIMEIROS A ENCONTRAR ANTICORPOS PARA O CORONAVÍRUS:DIZ RELATÓRIO""

@jairbolsonaro falo…",2020-03-20
Fernomeno05,"RT @JornalGGN: A estratégia da imunidade coletiva contra o coronavírus, por Andre Motta Araujo https://t.co/RLIEEzUHQh https://t.co/ldf0JJk…",2020-03-20
rafaelakkjkk,"RT @rycetto: sem shopping, sem MC, sem cinema, coronavirus transformou Mauá em Ribeirão Pires",2020-03-20
raphazeveddo,RT @helderbarbalho: Mais informações sobre o segundo caso confirmado de #Coronavírus (Covid-19) no Pará. https://t.co/W5ag1cKtRa,2020-03-20
CAldrigues,"@RomildoSpinosa @UOLNoticias Romildo Spinosa retweetou
elda de carvalho
@eldacarvalhobsb
11 de mar Cuba anuncia fabricação de vacina contra o coronavirus. Bolsomions por coerência não deveriam tomar a vacina, já que odeiam tanto o comunismo.
Cuba anuncia que já fabricou a vacina contra o coronavírus HAVANA.",2020-03-20
AngelaMGonalve1,"RT @jairbolsonaro: Mais ações do Governo Federal, envolvendo o @minsaude no enfrentamento do coronavírus:

1- R$432 milhões destinados a es…",2020-03-20
juniorags,"RT @_LuAn_38: Bom dia Direita do bem.
Estamos em casa, mas com munição preparada, acabando a pandemia  do Coronavirus, nós vamos atacar a m…",2020-03-20
FilipeVillegas,"#GOLL4 - Gol informa que estará disponibilizando, a partir de 23 de março, passagens aéreas gratuitas para médicos, enfermeiros, psicólogos e nutricionistas de todo o País que precisam se deslocar pelo Brasil para prestar atendimento aos doentes com coronavírus #Covid19",2020-03-20
paula2ag,RT @o_antagonista: .@IbaneisOficial enviou um ofício à Embaixada da China pedindo ajuda daquele país para combater o coronavírus. https://t…,2020-03-20
PeoTavares,"RT @samiabomfim: Testar, testar e testar. É fundamental termos o diagnóstico do coronavírus para podermos controlar a pandemia. Apresentei…",2020-03-20
DanielLampur,RT @JornalBSM: FED auxiliará Brasil com até US$ 60 bilhões para enfrentar o coronavírus. Estratégia do Banco Central dos EUA é fazer com qu…,2020-03-20
vaniafrosa,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
Dani80017886,RT @casadarei2: Coronavírus: familiares da primeira vítima relatam descaso do governo https://t.co/3686hZ3Ogm,2020-03-20
bomfeli,"RT @folha: Quais são os sintomas do novo coronavírus? Febre, tosse seca, cansaço e dor de garganta podem ser sinais da doença covid-19 (via…",2020-03-20
ociumvitae,"RT @blogdopannunzio: O coronavirus já matou quase nove mil pessoas no mundo. Mas a vítima mais importante é... O liberalismo econômico!
Não…",2020-03-20
RAFAEL_CE,RT @reinaldoazevedo: Sexta na @folha: O coronavírus não é o único patógeno perigoso que hoje contamina as Forças Armadas https://t.co/as4d9…,2020-03-20
pjmyfiIter,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
Haddadlula13,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
RevistaColorada,Coronavírus: Presidente da Federação Paraibana de Futebol revela ideia da CBF em relação a finalização dos estaduais https://t.co/wop7CkoCIC,2020-03-20
DanicaHonesta,"RT @iFood: Foco total nas pessoas. Uma thread sobre as medidas que estão sendo tomadas em relação ao Coronavírus (COVID-19). 

Confira toda…",2020-03-20
TIAGOCEBOLA,"RT @heldersalomao: CRUELDADE 

Governo corta 158 mil beneficiários do Bolsa Família em meio a pandemia do #coronavirus. 61% são do Nordeste…",2020-03-20
innihon,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
rovilsu,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
ledaguil1,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
chaosmancer,pra quem quiser ficar por dentro da situação do coronavirus no brasil: https://t.co/QJvRJ8FkPR,2020-03-20
Direita_Norte,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
giovanavidal,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
AFPBrasil,"RT @AfpChecamos: 😷 Alho cura a COVID-19? Vitamina C previne a contaminação? Fazer gargarejo pode eliminar o coronavírus? 

Veja as recomend…",2020-03-20
Emerdrigues,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
indigentecheto,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
iaibibia,sera que a gente consegue fazer um levantamento depois de quantos bolsominions morreram de coronavirus pq foram na manifestação pro bozo?,2020-03-20
vitudum,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
MegFlor1,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
CarAllys,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
applepolka,"RT @tesoureiros: A campanha do @governope para prevenção contra o Coronavirus está simplesmente ESPETACULAR 👏👏
https://t.co/e7amir9wp0",2020-03-20
ClauCravo,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
GalvaoLione,RT @CarlosBolsonaro: -  Link das ações do Presidente da @anvisa_oficial sobre o coronavirus : https://t.co/9TfwmFCLPt https://t.co/lWYXPaGF…,2020-03-20
madrynha2012,RT @brunosouzasc: Empresários doam 90 equipamentos respiratórios para ajudar no combate ao coronavírus. Cada aparelho custa em média R$50 m…,2020-03-20
haroldo4308,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
Rafaella_310,RT @IdcAboutU: Espalhem agora essa merda com a rapidez que espalharam o coronavirus caralho,2020-03-20
IlsiPaula,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
Emerson23530291,RT @renato_rovai: Os terraplanistas que não acreditam em coronavírus estão todos com...  coronavírus.,2020-03-20
Wagner_Bueno,China tem segundo dia sem transmissão local de coronavírus https://t.co/15ReKK0oaA via @portalbueno,2020-03-20
jackchans2,"RT @linguadesogra: ""Toda comitiva tem Coronavirus
só a bailarina que não tem""
#sextou #Coronavirus #coronavirusbrasil https://t.co/uTYCp4Ox…",2020-03-20
drimacedo,RT @nadanovonofront: Outros países: empresariado oferece fábricas pro governo produzir insumos contra o coronavírus e constrói garantias pr…,2020-03-20
Krotallus,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
fonte_certa,"Com esta notificação já são cinco os casos suspeitos no município e o resultado dos exames dos outros quatro pacientes ainda não foi liberado
#iguabagrande #prefeituradeiguabagrande #secretariadesaude #casossuspeitos #coronavirus… https://t.co/kwqZGRxhID https://t.co/bT0zoFEfqY",2020-03-20
Nadia_Martins,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
beasbrasil,"Evite viajar se você apresenta febre e tosse. Caso tenha esses sintomas, procure uma unidade de saúde e conte seu itinerário para o profissional de saúde.
.
https://t.co/7EHxV2Jq3u
.
#autossuficiencia #sud #lds #aigrejadejesuscristo #coronavirusbrazil https://t.co/R2SrBjQpwz",2020-03-20
MarcosB00324786,RT @JornalBSM: FED auxiliará Brasil com até US$ 60 bilhões para enfrentar o coronavírus. Estratégia do Banco Central dos EUA é fazer com qu…,2020-03-20
DetritoFederal1,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
hp_barcelona,"Atentos às orientações da Organização Mundial de Saúde (OMS), passaremos algumas dicas de medidas preventivas para evitar a propagação do Coronavirus.

#PrimaEmpreendimentos #Prima #Dicas #Prevencao #Coronavirus https://t.co/a00gowXmTY",2020-03-20
Hlder24066037,"RT @pfbraganca: @AntoniosLambert SARS-CoV-2 é o nome do novo Coronavírus, detectado na China no fim de 2019. COVID-19 é o nome da doença. É…",2020-03-20
DoraPereira2,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
Dani80017886,RT @casadarei2: Bolsonaro deve fazer novo teste de coronavírus https://t.co/AJo2utQ45l,2020-03-20
noan_m,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
CarmeloPeixoto,"RT @MarcosQuezado1: MALDITOS: Militantes do PT dizem, nas redes sociais, que querem ver o @gen_heleno morto pelo coronavírus.
Mas, Heleno s…",2020-03-20
taeminplease,"RT @igormello: Casa grande e senzala versão 2020, em tempos de coronavírus. A patroa moradora do Alto Leblon, endereço mais caro do Brasil,…",2020-03-20
Mariana87631296,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
josearcoverde01,"RT @Resist4everRS: Quando será erradicado do Brasil o COVARD-17?
#Coronavirus
#Covid19 https://t.co/2PVIsEdYX4",2020-03-20
Antonio07S,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
marciaturcato,"Governador do DF está adotando medidas corretas para diminuir casos de coronavírus. E agora pediu ajuda à China, ao contrário da família Bolsonaro. https://t.co/TZst41wsBL",2020-03-20
4n4_p4nd4,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
OBSOLETE_____,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
Carlito35401316,@MajorVitorHugo Ótimo deputado lute pra só ter eleições em 2022 esse dinheiro gasto agora com eleição coloca pra ajuda nessa luta contra o coronavirus.,2020-03-20
Cleuza23019745,"RT @Gwaltenberg: Exclusiva! Após contato com conselheira da OAB que testou positivo para o #coronavírus, a ministra Maria Elizabeth Guimarã…",2020-03-20
2015Fmbs,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
paraibaurgente1,Especialista descobre característica traiçoeira do coronavírus - https://t.co/slzzTCATny https://t.co/JYHSKsDxJs,2020-03-20
MarcelaRBelo,RT @CanalCorpoCerto: Mais uma matéria da Vice exaltando transgenderismo. Não querem que pacientes com #coronavirus passem na frente das cir…,2020-03-20
Gaby__santtoos,RT @mlqenjoadoo: Só poq esse ano eu quiz focar nos estudos vem esse coronavirus,2020-03-20
Adspessotti,RT @JornalBSM: FED auxiliará Brasil com até US$ 60 bilhões para enfrentar o coronavírus. Estratégia do Banco Central dos EUA é fazer com qu…,2020-03-20
paulosergio,"Engraçado... o pessoal fã do #mito e do Trump detonam a “esquerda” por conta do pezinho no socialismo, mas estão aplaudindo as medidas socialistas para conter a crise. #fato #coronavirus #PedePraSairSeuJair #gado",2020-03-20
plutonewo,"RT @blogdopannunzio: O coronavirus já matou quase nove mil pessoas no mundo. Mas a vítima mais importante é... O liberalismo econômico!
Não…",2020-03-20
luckwu_sara,"RT @webvieiea: O Brasil pede o Fim do coronavirus e Thelma Campeã.
#bbb20",2020-03-20
feduambiental,RT @emirsader: Lula: o Brasil simplesmente não tem governo para enfrentar o coronavírus - Brasil 247 https://t.co/R74934PdJC,2020-03-20
CohidroSE,Esses são os números disponíveis em  para que a população possa tirar suas dúvidas sobre o #CoronaVírus! Fique atento aos horários. Com as informações certas e o apoio de cada um conseguiremos enfrentar esse desafio! Confira 👆 #Covid19 #Dúvidas #Faça… https://t.co/X0dTNEMxpA https://t.co/reAp3sVGqv,2020-03-20
otavioriden,"@BrunoEliseu3 A maior arma do Cristão contra o Coronavirus é o Otimismo e Fé que aumentam as defesas imunológicas

(MALAFAIA, 2020)",2020-03-20
GoldenCRKD,Coronavirus Pandemic: + de 250 mil casos + de 10 mil mortes !!! Nâo é brincadeira fiquem em casa. #Covid_19,2020-03-20
LisandroSW,"RT @BolsonaroSP: 1)""PESQUISADORES HOLANDESES SÃO OS PRIMEIROS A ENCONTRAR ANTICORPOS PARA O CORONAVÍRUS:DIZ RELATÓRIO""

@jairbolsonaro falo…",2020-03-20
mayloukamx,"RT @FebreTeen: .@justinbieber faz oração pelo fim do Coronavírus durante Live no Instagram:
https://t.co/6nKpfdsbAE RT https://t.co/wsU9R8W…",2020-03-20
taaifausto,"RT @anttrindade: ""pq coronavirus é criado em laboratório não sei o q não sei q lá"" https://t.co/Vy0a6teGBn",2020-03-20
edusilvafogo,"Coronavírus: “Sistema de saúde privado está matando as pessoas nos EUA”, diz ativista https://t.co/vpiHHBDC8v via @https://twitter.com/desacatobrasil",2020-03-20
Henriqu37341046,RT @DeputadoFederal: Moro ameaça encerrar entrevista para não responder irresponsabilidade de Bolsonaro com coronavírus https://t.co/NcGfdc…,2020-03-20
jaimesousafg,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
juh_5harmo,RT @deborabaldin_: Ajude a teia sapatão dos freelas que precisam sobreviver em época de coronavirus! Se vc tem freelas de pós produção de v…,2020-03-20
JairoAzevedo5,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
WilsonO36040576,"RT @arte_prima: O Coronavirus já está dando o maior sapeca iaiá no neoliberalismo.

Depois q essa onda passar, nunca mais o Mundo vai ser o…",2020-03-20
iloneweis,"RT @milenereis: H2N2 (1957-1958) 
H3N2 (1968-1969) 
H5N1 (1997-2004)
SARS (2003)
Coronavirus (2019)
TODAS essas epidemias se originaram na…",2020-03-20
Emerson23530291,"RT @ConversaAfiada: Quatro seguranças de Bolsonaro que viajaram com ele aos EUA estão com coronavírus:

https://t.co/R3zsPZmwdb",2020-03-20
pqpunifds,"RT @tauriana97: Você atraí aquilo que fala:

ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEUS CORONAVIRUS
ADEU…",2020-03-20
Mary3884436620,RT @jornalodia: Xi Jinping e principais líderes locais já sabiam sobre a gravidade do coronavírus e esconderam informações sobre o surto.…,2020-03-20
AFPBrasil,"RT @AfpChecamos: Publicações em redes sociais garantem que o novo #coronavírus não passa de uma gripe. Isso é verdade?  

⚠️ Segundo especi…",2020-03-20
teixei11_vi,RT @RapMais: Wiz Khalifa acredita que milhares de bebês serão produzidos durante a quarentena do coronavírus - https://t.co/DEjQIYG7df http…,2020-03-20
Paulofernando46,Fiquei sabendo que em Santos SPb tem pessoas usando alcool de posto para limpeza de casa.  É seguro? ASSISTA: Combate ao coronavírus https://t.co/mcg0GpEeFc,2020-03-20
chezardd,tutorial de como adestrar o coronavirus pra ele não fazer mal pro seu corpo,2020-03-20
BsbCoutinho,@o_antagonista Será que o motivo não seria a atuação dele nas ações do governo federal no enfrentamento da crise do coronavirus? Se fosse diferente deveríamos ficar preocupados!,2020-03-20
ispreta,"@coronavirus só queria dizer que vc não vai me impedir de tomar uma cerveja hoje ok, dentro da minha casa é claro mas vc n vai me impedir fodase",2020-03-20
belaasilvaa,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
ClaudiadeMedeir,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
JuliaMe75489206,"RT @BolsonaroSP: 1)""PESQUISADORES HOLANDESES SÃO OS PRIMEIROS A ENCONTRAR ANTICORPOS PARA O CORONAVÍRUS:DIZ RELATÓRIO""

@jairbolsonaro falo…",2020-03-20
Cledivania,"No RN, há subnotificação: por falta de testes, por falta de comunicação... 

Mônica Bergamo: Após casos na Prevent Senior, Secretaria de Saúde de SP obriga hospitais a informar diariamente casos de coronavírus https://t.co/ETITBLWvB4",2020-03-20
marinet1232,RT @rolealeatorio: bom dia meninas no tutorial de hj vamos aprender a queimar o coronavirus usando um isqueiro e um clipe de papel super fá…,2020-03-20
ViickVerissimo,"RT @EugenioCosta8: #CoronavirusPlantao 

via @OFavelado2 : Olha a distância que #Malafaia está do público!!!!! Depois que Juiz do RJ libera…",2020-03-20
Magrin__silva,Dps n assumem da onde veio o coronavirus,2020-03-20
caroltlinhares,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
marcomiranda196,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
haroldo4308,"RT @jairbolsonaro: Mais ações do Governo Federal, envolvendo o @minsaude no enfrentamento do coronavírus:

1- R$432 milhões destinados a es…",2020-03-20
CarlosS47779030,RT @HugoFazArt: Isolamento Dia II. 18/Mar/2020 #366NuDays #366iPhoneSelfPortraits #Quarantine #Coronavirus https://t.co/IXxUOlcDsF,2020-03-20
edsonpe22770799,RT @jairbolsonaro: Coronavirus nos presídios federais. Visitas sociais suspensas. A ameaça não será resolvida abrindo portas das prisões ou…,2020-03-20
Bruno_santossz,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
KeyceJhones,Evento fechado em igreja evangélica espalha coronavírus por toda a França https://t.co/fE0ls26eV5,2020-03-20
1busologo,eu amo a minha avó coronavirus se você ousar tocar na minha avó eu não sei o que seria capaz de fazer,2020-03-20
