user,text,created_at 
_speachjess,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
dangerouskcmila,RT @otrapzin: covid 19? desculpa eu entendi convite pra ficar de love,2020-03-20
pretta_cani,RT @CanalSaude: Covid-19: saiba a diferença entre quarentena e isolamento https://t.co/FLS1bDxvGK,2020-03-20
shoppingaldeota,"Confira o nosso comunicado oficial sobre a suspensão temporária das nossas atividades seguindo novo Decreto do Governo do Estado, com as medidas preventivas da COVID-19.
Por oferecerem serviços essenciais, o Banco Santander funcionará das 10 às 14h, o Pão de Açúcar das 7 às 22h e https://t.co/40ECaUwyax",2020-03-20
ChristianeDOli2,"@lhmandetta Excelentíssimo sr Ministro da Saúde, sou colega do MT. Reporto-me a V. Ex.  preocupada com a situação dos profissionais da saúde do Brasil devido a falta de EPIs para atendimento aos casos de COVID-19, por favor, faça as industrias fornecerem pelo preço anterior à crise. Grata",2020-03-20
BeautyEilish_,"RT @biagranja: Agora é oficial!
Pode denunciar qualquer tuite que:
-Negue orientações de especialistas sobre COVID
-Estimule tratamentos fa…",2020-03-20
daguilalorena_,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
PRODERJ,"Você sabia? A população ganhou um canal de comunicação oficial sobre o coronavírus (Covid-19) para ajudar no combate às fake news. Desenvolvido pela SES , com o apoio do PRODERJ, o hotsite, que pode ser acessado no endereço: https://t.co/gb9hArYcV9 https://t.co/CO6pqdmfpb",2020-03-20
_deGuedes,RT @AndreiBonon: Covid 19? Desculpa entendi convite pra ficar de love,2020-03-20
__vinicius5,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
lucaspadlock,"RT @Familyblindspot: Personagem que facilmente encontraria a solução para o fim da pandemia do #COVID19 🦠

#Blindspot https://t.co/bwlc8iQL…",2020-03-20
gabimfranco,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
___viny___,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
erick_jdias,RT @joaotherocha: SOBRE PREVENÇÃO AO COVID-19! PAREM DE BURRICE E TE AQUIETA NA TUA CASA CRL ! To repostando aqui dessa vez com mais inform…,2020-03-20
thabataspfc,"RT @jnascim: GRAVE: Governo corta 158 mil do Bolsa Família em meio a #COVID19; 61% são do Nordeste, por @carlosmadeiro via @UOLNoticias @UO…",2020-03-20
pamprous,"RT @biazitagomes: 7 mortos por covid-19 no Brasil.
5 em São paulo e 2 no Rio. Destas mortes duas eram pessoas que não estavam entre os núme…",2020-03-20
Terezinha86,"RT @hoc111: Não entendo a discussão sobre culpa chinesa no COVID-19

Quando as queimadas/desmatamentos acontecem na Amazônia, o Brasil é re…",2020-03-20
phoulain,RT @Carolborgess3: COVID por favor saia do meu país atividade EAD não é pra mim,2020-03-20
lety_carneiro,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
FlamengueiroPB,"RT @diariodopoder: Presidente da Apex, Sérgio Segovia, é diagnosticado com Covid-19 https://t.co/jpjwqupVwG #DiariodoPoder",2020-03-20
ellymsant,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
anselmo_sene,RT @UOLNoticias: Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE https://t.co/SzFPp3WEZv,2020-03-20
NotciaCapital,Notícia Capital - Anvisa aprova oito testes rápidos para Covid-19 https://t.co/7IAhlv6cow vía @noticiacapital,2020-03-20
MSF_Portugal,"Alerta do Presidente Internacional da #MSF @DrChristou :
""Na corrida contra a pandemia da #COVID19, ninguém pode ser deixado para trás. A vacina não pode tornar-se em mais um leilão da indústria farmacêutica.""",2020-03-20
shadesofpedro,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
drew_biidrew,"RT @carapanarana: O COVARDE-17 vai acabar fazendo mais vítimas que o COVID-19.

https://t.co/QYdc5k9l55",2020-03-20
JoseM_54,Hoje em dia não a clube mas sim combate ao covid 19,2020-03-20
sieraram,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
xdoarda,"RT @JonathanVicent: (CADASTRO VOLUNTÁRIO #COVID19) 

Atualmente podem se cadastrar: profissionais da saúde, estudantes, psicólogos, fisiote…",2020-03-20
MottaBenitez,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
JustTeteo,"Não tem teste pra população, nem mesmo para aqueles que tiveram contato com os casos de óbitos por Covid-19, mas pra esse asno está sobrando teste, né? Toda semana um teste novo!",2020-03-20
luhhrodrigues15,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
CRIIA_021,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
admargat,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
Jady_Monjardim,RT @thaimcorrea: COVID-19 nós brasileiros oferecemos nosso presidente como sacrifício e em troca vc sai do país,2020-03-20
jadeochaco,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
JessicaCoelho96,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
ConcretDavid,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
DnNovaes,"@solangenene Existe vários tipos de coronavírus, o COVID-19 é um vírus novo, que até o momento só pega em humanos...",2020-03-20
derickcaires_,fiquei sabendo que acharam a cura para o covid19,2020-03-20
victoriabrrs_,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
larevn,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
Seu7encruzilha1,"Que nosso Pai Oxalá tire todo esse mal que está na Terra 🙏
#corona #coronavirus #covid_19 https://t.co/DquGfQMBTX",2020-03-20
bncrf_81,"RT @hoc111: Não entendo a discussão sobre culpa chinesa no COVID-19

Quando as queimadas/desmatamentos acontecem na Amazônia, o Brasil é re…",2020-03-20
Odouglax_,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
wolf_tuga,"@Berrador Enfim, o povo faz TUDO para contrariar aquilo que dizem para fazer, será que se a mensagem fosse:  saiam de casa à vontadinha  mas os hospitais não aceitam casos de covid vão morrer nas valetas, o povo obedecia?",2020-03-20
___DENISE___EU_,"RT @iG: País tem 13.957 infectados e já contabilizou 31 mortes causadas pela Covid-19. 

#iG 

https://t.co/guhWhn27vL",2020-03-20
AdeiltonCirino,"RT @AlineQ12: Ainda não entendi o motivo de a galera estocar papel higiénico se diarreia não é um dos sintomas 
do COVID-19...",2020-03-20
KassioStephano,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
ThaynaraOliver,"Galera!!
Se vocês souberem de alguém que não está sabendo lidar com o isolamento por causa do COVID-19, e que está ficando ansioso, depressivo, agressivo, compulsivo ou com medo demais, podem indicar o site A Chave da Questão #COVID2019 #coronavirusbrasil",2020-03-20
marcionso,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
ehdi_,"Mano, isso já pode acabar, real. É sério: parem de ter covid-19.",2020-03-20
Lananaae,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
sereia_they,"RT @ROBOLSOMOROIII: Prendeu o medico que tentou alertar sobre o COVID-19.

Consequência ?

9115 MORTES !
9115 MORTES ! 
9115 MORTES !
9115…",2020-03-20
wanessachristie,"COVID-2019 foi criando em laboratório e espalhado pelo mundo pra divulgação desse filme, eh isso",2020-03-20
byancakarolyne,"Talvez nem todos lembrem, mas durante o The Send BR mt se falou de um grande avivamento aqui no Brasil..

Esse é o momento, vamos nos manter avivados, firmes na palavra de Deus, tudo passa até o COVID-19 passará...mas a única coisa que permanecerá para sempre é a  PALAVRA de DEUS",2020-03-20
NoOneBR9,"RT @hoc111: Não entendo a discussão sobre culpa chinesa no COVID-19

Quando as queimadas/desmatamentos acontecem na Amazônia, o Brasil é re…",2020-03-20
Zanalfaia,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
erivanraposo,"RT @ocafezinho: É oficial: a comitiva presidencial de @jairbolsonaro é, até agora, a maior propagadora do Covid-19 no Brasil. Isso não é me…",2020-03-20
silvaregis15,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
leandrograss,"Hoje, às 19 horas, estarei ao vivo lá no meu Instagram (@leandrograss) com o médico da família e comunidade, Estevão Rolim. 

Participe e mande já a sua pergunta sobre o COVID-19 para o nosso WhatsApp (61 982919033).

#coronavirus #covid19 #prevenção",2020-03-20
Milene_Sousa,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
NataliaSilviano,@andretrig Esse devia pegar covid19!,2020-03-20
mathauspauxis,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
Ferreira24Ana,RT @tvi24pt: Covid-19: Governo admite que a “crise será longa“ e procura atenuar efeitos no SNS e economia https://t.co/Fu63jvQxoN,2020-03-20
anandaridart,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
gaybirocha,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
vicmedeiros18,"RT @correio_dopovo: EUA têm 10.442 casos de coronavírus e 150 mortes decorrentes da pandemia de Covid-19 

https://t.co/Ul6JHrskCh https://…",2020-03-20
prettyinsick,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
Zildete8,RT @UOLNoticias: Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE https://t.co/SzFPp3WEZv,2020-03-20
caraiomilly,RT @otrapzin: covid 19? desculpa eu entendi convite pra ficar de love,2020-03-20
Marione19784664,"RT @diariodopoder: Presidente da Apex, Sérgio Segovia, é diagnosticado com Covid-19 https://t.co/jpjwqupVwG #DiariodoPoder",2020-03-20
killjoyerds,RT @RangelOCruel: O governo prometeu ampliar o Bolsa Família diante da crise gerada pelo covid-19. Realidade: cortou cerca de 158 mil bolsa…,2020-03-20
ronyrubronegro,"RT @ROBOLSOMOROIII: Prendeu o medico que tentou alertar sobre o COVID-19.

Consequência ?

9115 MORTES !
9115 MORTES ! 
9115 MORTES !
9115…",2020-03-20
_Auri0,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
mello_adrianno,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
ACIUB,"Preparamos material com recomendações às empresas, sobre medidas temporárias para a prevenção e combate à transmissão do Covid-19, tendo com referência o Ministério Público do Trabalho -  NOTA TÉCNICA CONJUNTA Nº 02/2020 – PGT/CODEMAT/CONAP.
Acesse em https://t.co/7H9hUVGdJS https://t.co/DyV0aiW74c",2020-03-20
ggmenezes,RT @MauricioCostaRS: O laboratório que no ano passado identificou o Covid-19 como patógeno altamente contagioso foi ordenado pelas autorida…,2020-03-20
vixx_ingrid,RT @otrapzin: covid 19? desculpa eu entendi convite pra ficar de love,2020-03-20
PorquitoReal,"RT @xicosa: Crônica da crueldade sem limite!!!
Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE @UOLNoticias @UOL h…",2020-03-20
SaoMateusNews3,"Estado do Mato Grosso registra 1º caso, e Covid-19 atinge 22 estados e o DF https://t.co/f3UO7FGJNn",2020-03-20
fiveclir,RT @MidiaNINJA: Segundo dia com ZERO novos casos na China de contágio local do #covid19,2020-03-20
lucia_brazil,"RT @biagranja: Agora é oficial!
Pode denunciar qualquer tuite que:
-Negue orientações de especialistas sobre COVID
-Estimule tratamentos fa…",2020-03-20
JoacirKasper,RT @SenadorKajuru: Covid-19: Fiocruz pede ao STF parte do dinheiro da Lava Jato para financiar testes e leitos…,2020-03-20
Julieliraa,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
_johnj0,"@netosantanax @Morgsvieira Melhorar difere de aliviar.
A questão aq são sintomas, qual artigo científico fala q dor na garganta agora é sintoma exclusivo de covid-19?

E ele pode ter apagado simplesmente por ter visto q podem interpretar errado (ou eu q interpretei por um lado bom q não existia tb)",2020-03-20
Milassz_,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
cord_tc,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
yarvantez,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
rafasancheess,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
hiagotostes_,RT @thaimcorrea: COVID-19 nós brasileiros oferecemos nosso presidente como sacrifício e em troca vc sai do país,2020-03-20
Transito_RJO,"RT @xicosa: Crônica da crueldade sem limite!!!
Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE @UOLNoticias @UOL h…",2020-03-20
ervanmata,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
DanielaAdornoM1,RT @otempo: Anvisa aprova oito testes rápidos para Covid-19 https://t.co/MZZNrGTDFw,2020-03-20
Marcelaoooo,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
AcordajaA,"Na guerra contra #Coronavirus #COVID19 juntosSomosMaisForte🇧🇷

Governo Federal|Ministério da Saúde@minsaude
▶ Saiba mais em:https://t.co/Ts5RNxrzVG https://t.co/FibuRHbluP

FÉ|DISCIPLINA|RESILIENCIA|Na guerra contra #Coronavirus #COVID19 juntosSomosMaisForte🇧🇷 https://t.co/2HD1gtiUQ4",2020-03-20
ac7cbf7867e6429,"RT @senadorhumberto: O mundo inteiro buscando soluções para conter o avanço da pandemia do #COVID-19, e um dos filhotes de Bolsonaro atrás…",2020-03-20
CarlosB54836165,"RT @BolsoFenix: A China, via Partido Comunista Chinês, é a única e exclusiva responsável por ter deixado disseminar o coronavírus-covid19 p…",2020-03-20
stolsgabriel,"RT @oatila: Assim como a paciente 31 da Coréia do Sul, boa parte dos casos de COVID-19 no Uruguai começaram com 1 pessoa. Ela veio com coro…",2020-03-20
marciovictorb,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
CrislaneGomes12,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
filhodepetter,"RT @carapanarana: O COVARDE-17 vai acabar fazendo mais vítimas que o COVID-19.

https://t.co/QYdc5k9l55",2020-03-20
kikacordeiro10,"RT @lucioguerra13: Parece que portugal tem mais de 1000 casos e 6 mortes confirmadas.
#Covid_19 #COVID #Portugal https://t.co/tJFFeR4urb",2020-03-20
diegomendes89,RT @UOL: Apresentador do rodízio do JN tem covid-19 e respira com ajuda de aparelhos https://t.co/28jPl6eyiL,2020-03-20
mircorreia,"Espalhar sem ter a certeza , neste caso de pandemia é crime, portanto acho bem que confirmem as fontes antes de partilhar . 
1 caso em Angola noticiado pela @SICNoticias ,é verdade ? 
Aguardo confirmação da mesma @SICNoticias e a fonte, é muito importante.
#Angola 
#COVIDー19",2020-03-20
CAUDALLAROSA,"RT @jessicasenra: Bahia com 32 casos confirmados de Covid-19. São 18 em Salvador, 6 em Feira de Santana, 4 em Porto Seguro, 2 em Lauro de F…",2020-03-20
mardesss,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
ZorteaGeovana,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
oimeumorango,"esse inferno desse homem acha que tudo que estão falando do covid-19 é um exagero e fica colocando a saúde dos meus avós EM RISCO!!! sério, meu avô acabou de se recuperar de uma dengue, tem diabetes e mais de 80 anos!!! e meu tio acha que a gente pedir pra ele ficar na desgraça+",2020-03-20
01CarolSilva,RT @MidiaNINJA: Segundo dia com ZERO novos casos na China de contágio local do #covid19,2020-03-20
RicardCesarCost,"RT @biazitagomes: 7 mortos por covid-19 no Brasil.
5 em São paulo e 2 no Rio. Destas mortes duas eram pessoas que não estavam entre os núme…",2020-03-20
mevaristosantos,RT @MidiaNINJA: Segundo dia com ZERO novos casos na China de contágio local do #covid19,2020-03-20
OficialJuca,"RT @oatila: Assim como a paciente 31 da Coréia do Sul, boa parte dos casos de COVID-19 no Uruguai começaram com 1 pessoa. Ela veio com coro…",2020-03-20
Rey_Heya,"RT @carapanarana: O COVARDE-17 vai acabar fazendo mais vítimas que o COVID-19.

https://t.co/QYdc5k9l55",2020-03-20
victorhsmaia,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
vespa_conse2019,o #Covid19 #covid19brasil é um vírus proveniente da china ! isso é fato ! #ChineseVirus #VirusChines,2020-03-20
johanliebert666,"RT @carapanarana: O COVARDE-17 vai acabar fazendo mais vítimas que o COVID-19.

https://t.co/QYdc5k9l55",2020-03-20
jornal_cafe,😷 Algumas pessoas estão mais vulneráveis e podem ter complicações graves decorrentes da Covid-19 🦠 https://t.co/Lu8Cq7S7bv,2020-03-20
luisauguti,"RT @hoc111: Não entendo a discussão sobre culpa chinesa no COVID-19

Quando as queimadas/desmatamentos acontecem na Amazônia, o Brasil é re…",2020-03-20
tarso_brennand,"RT @pablovillaca: Enquanto isso, no Brasil, o Ministério da Saúde anunciou que não vai mais divulgar os números de casos suspeitos de COVID…",2020-03-20
Nsscosta,"RT @oatila: Assim como a paciente 31 da Coréia do Sul, boa parte dos casos de COVID-19 no Uruguai começaram com 1 pessoa. Ela veio com coro…",2020-03-20
CLAUDIACALIEL,"Coronavírus e os signos

Sagitário: Está aproveitando o tempo livre e organizando o ""Corona festival"", em breve começa divulgação d data e local, vai ser uma baita festa, com música, bebidas e gente linda

#coronavirus #Quarentena #Covid_19 #ficaemcasa #Signos #coronavirusbrasil",2020-03-20
KatiaShaila,"RT @carapanarana: No dia 04/03, quando a Itália tinha ""apenas"" 3000 casos confirmados de COVID-19, essa era a preocupação do Presidente da…",2020-03-20
agrobiitch,"eu sei q os médicos, enfermeiros e tec de enfermagem são a linha de frente no combate do covid-19 mas não se esqueçam dos outros funcionários de um hospital, as secretárias, auxiliares de limpeza e outros continuam trabalhando!",2020-03-20
clickriomafra,Os confrontos que faltam para definir as semifinalistas estão sem data prevista devido ao cancelamento das rodadas por causa do COVID-19 (Coronavirus). https://t.co/gXCailb4up,2020-03-20
Ctk_Matem,"O Evangelho tem que ser constantemente actualizado ao nosso contexto. Temos uma pandemia de lepra. Temos de agir como Jesus, no contexto científico em que vivemos.
#COVIDー19 #coronavirus",2020-03-20
bssbrubs,"RT @etc_william: Pessoas que trabalham com tecnologia/programação e não tiveram liberação para trabalhar remoto nesses dias de #COVID19, já…",2020-03-20
srtafoster,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
Geeduzidas,"Diagnosticado com Covid-19, Di Ferrero conta que já está curado https://t.co/59CbLx0s3V via @PatriciaKogut",2020-03-20
Ana_Muller_16,RT @Carolborgess3: COVID por favor saia do meu país atividade EAD não é pra mim,2020-03-20
TNTVEVO,Conheça o remédio que tem surpreendido cientistas ao combate do coronavírus - https://t.co/T5FvcAZOvY #coronavirusbrasil #covid19 #hidroxicloroquina https://t.co/4Xfj8blLwa,2020-03-20
Chicoloucocf,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
UNESCOBrasil,"Estes são tempos que precisam do melhor de nós enquanto enfrentamos uma ameaça que afeta a todos. A #Covid19 não é apenas uma questão médica, mas uma emergência que requer a cooperação humana em todos os níveis.⠀
⠀
Vamos ficar juntos para enfrentar e derrotar o #Coronavirus https://t.co/x4FjhkIQFa",2020-03-20
Rogerdasilva92,"RT @jnascim: GRAVE: Governo corta 158 mil do Bolsa Família em meio a #COVID19; 61% são do Nordeste, por @carlosmadeiro via @UOLNoticias @UO…",2020-03-20
RafaelD65095182,"RT @diariodopeixe: Com a suspensão dos campeonatos e o isolamento social devido ao Covid-19, o DIÁRIO lista uma série de livros sobre o San…",2020-03-20
Adalbertosp1986,"O Brasileiro consegue ser o pior ser da face da terra diante essa situação de emergência ainda tem pessoas debatendo e levantado questões políticas e partidárias, precisamos de união das raças, ideologias e crenças, estado alerta vamos ao máximo nos precavermos do Covid-19.",2020-03-20
dicaprioxe,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
LauraMexia2,RT @DuarteLevy: Covid-19: Luxemburgo tem hoje 484 casos confirmados (+149) e totaliza 6 mortes (+2). De acordo com o primeiro-ministro Xavi…,2020-03-20
viniciusduarte,"Se eu não morrer de covid 19, vou morrer de raiva",2020-03-20
InsideO83662006,"RT @MongeHan: O E.bolsonaro ta comprando briga com a china, culpando o país pelo covid19, sendo que eles tem sido a principal aliada do Bra…",2020-03-20
2fingersplease,deitadinha no meu dia de folga... assistindo web palestra sobre o covid19 em sergipe meu cerebro vai fritar,2020-03-20
CasandoViajando,Ñ morro de #COVIDー19 mas morro de infarto ocasionado pela @LATAM_BRA !!! QTO STRESS POR TANTOS DIAS! Pior serviço de atendimento! REMANEJAMENTO DOS RESPONSÁVEIS JÁ #pqp https://t.co/ZoZAzxQg2o,2020-03-20
FBaruta_,RT @otrapzin: covid 19? desculpa eu entendi convite pra ficar de love,2020-03-20
NayaraCarneiro7,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
J4NJAO,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
up_sissy,"RT @Rachel_Azeredo: O 1º óbito(confirmado) pela covid19, no RJ é de uma doméstica. A patroa chegou da Itália, deu positivo p o corona e ñ d…",2020-03-20
MaMacedo,"Só o presidente, a primeira dama e mais 9 pessoas em um avião de 33 passageiros não estão com Covid-19. 
PRESIDENTE @jairbolsonaro
MOSTRE SEU EXAME A NAÇÃO!",2020-03-20
MOTS_hyung,"NÃO SEI O QUE ME DA MAIS RAIVA
1- O POVO QUE TA DE ""QUARENTENA"" NÃO FICAR EM CASA
OU
2- O COMERCIANTE AUMENTAR O PREÇO DO ÁLCOOL GEL EM QUASE O DOBRO
VOCÊS TEM O SENSO ENFIADO NO RABO SEUS BANDO DE ACÉFALOS?????
#COVIDー19 #coronavirusbrasil #coronavirusnobrasil",2020-03-20
meowriee,"vamos isolar o balcão da mariane, porém vamos continuar fazendo com que ela pegue os documentos das mãos sujas dos clientes normalmente, estamos covid 19 free grande dia 👍🏻",2020-03-20
FredMatos16,"RT @xicosa: Crônica da crueldade sem limite!!!
Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE @UOLNoticias @UOL h…",2020-03-20
bellsmchaves,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
garcia_muca,"RT @ROBOLSOMOROIII: Prendeu o medico que tentou alertar sobre o COVID-19.

Consequência ?

9115 MORTES !
9115 MORTES ! 
9115 MORTES !
9115…",2020-03-20
littleasmodeu,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
VChiossi_,"Eu tô esfregando os balcões da loja com sapólio e depois passando álcool e ninguém me pediu 
É PURO MEDO DO COVID 19",2020-03-20
drksisterr,"RT @carapanarana: O COVARDE-17 vai acabar fazendo mais vítimas que o COVID-19.

https://t.co/QYdc5k9l55",2020-03-20
FabioH021,Meu sonho era conseguir alguém que conseguisse explicar pra minha mãe que o COVID-19 é sério. 😔,2020-03-20
carulessa,"Pelo que temos observado em gráficos, a curva de contaminação pelo Covid-19 cresce rapidamente no Brasil. Vocês acham que vamos entrar em Quarentena Oficial como na Itália e Espanha?!? Se sim, quando?!? #perguntacoronavirus",2020-03-20
Descour04,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
lussotavio,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
ANNNAMUNIZZ,"Ele falou a verdade, só não era o momento. Mas é livre pra falar o que quiser... o vírus é chinês e depois desse covid-19 quem duvida que não virá mais? Bora acabar com com hipocrisias! #JPMorningShow",2020-03-20
Snover10,"RT @hoc111: Não entendo a discussão sobre culpa chinesa no COVID-19

Quando as queimadas/desmatamentos acontecem na Amazônia, o Brasil é re…",2020-03-20
_JooPedromp,"RT @oatila: Assim como a paciente 31 da Coréia do Sul, boa parte dos casos de COVID-19 no Uruguai começaram com 1 pessoa. Ela veio com coro…",2020-03-20
jhonmartorres,Todo dia aumentam o número de casos suspeitos de covid-19 aqui no estado. Sobre os confirmados ou descartados: NADA AINDA! Nós que lute.,2020-03-20
WilyWyllison,RT @UOL: Apresentador do rodízio do JN tem covid-19 e respira com ajuda de aparelhos https://t.co/28jPl6eyiL,2020-03-20
pinkfloydwaters,"RT @carapanarana: O COVARDE-17 vai acabar fazendo mais vítimas que o COVID-19.

https://t.co/QYdc5k9l55",2020-03-20
Ribeiro_Cadu,"RT @catafoiawins: Considerando a mimizice sobre o caso daquele Xing Embaixador Ling e a ""origem"" do COVID 19, resolvi mudar o foco.

Na min…",2020-03-20
Crazy__Animal,RT @SespaPara: Confirmamos o segundo caso de Covid-19 do Pará. Paciente de 36 anos. Mais informações em instantes.,2020-03-20
felipemaiaf,"RT @carapanarana: O COVARDE-17 vai acabar fazendo mais vítimas que o COVID-19.

https://t.co/QYdc5k9l55",2020-03-20
Zayn_Pintudo,"RT @dw_brasil: Mortes por #coronavirus passam de 10 mil no mundo: 
casos diagnosticados de #COVID19 são mais de 244 mil, e mais de 86 mil p…",2020-03-20
dercio_alex11,Dois Deuses que derrotariam o COVID-19 https://t.co/bx5W35S56j,2020-03-20
ProfWalter,"RT @freibetto: Retrocesso Brasil: Apesar da promessa de ampliar o Bolsa Família por causa da covid-19, o governo fez um corte de 158.452 bo…",2020-03-20
Elenara_Lobato,"@pedrodoria MENTIRA!

O gov Chinês é acusado d subestimar a gravidade do vírus e d tentar mantê-lo em segredo.
O Dr Li Wenliang, apontado como um dos 1ºs a identificar a existência do surto do Covid-19, alertar as autoridades, e ser convocado pela polícia pela atitude.https://t.co/jvffDaFHbo",2020-03-20
tellysontelesjr,RT @UOLNoticias: Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE https://t.co/SzFPp3WEZv,2020-03-20
